shipment_id,order_date,warehouse,origin_city,destination_city,product_category,quantity,order_value,distance_km,transportation_mode,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,customer_segment,inventory_level,warehouse_capacity,fuel_cost,weather_condition
SHIP-10767,2025-09-16,WH-East-Kolkata,Kolkata,Bhopal,Consumer Goods,447,62173.74,663,Road Freight (Truck),772.59,4,4,On-Time,0,E-Commerce Retailer,5698,7500,,Clear
SHIP-10768,2025-11-02,WH-North-Delhi,Delhi,Chandigarh,Consumer Goods,26,6313.29,587,Road Freight (Truck),524.53,5,7,Delayed,2,Individual,8232,10000,1.43,Rainy
SHIP-10769,2025-09-25,WH-West-Mumbai,Mumbai,Kochi,Automotive Parts,28,5183.85,439,Express Courier,721.38,2,6,Delayed,4,E-Commerce Retailer,5555,12000,1.27,
SHIP-10770,2025-02-23,WH-West-Mumbai,Mumbai,Chandigarh,Electronics,228,14781.36,1537,Air Cargo,2841.93,5,6,Delayed,1,SMB,9970,12000,1.28,Clear
SHIP-10771,2025-08-24,WH-West-Mumbai,Mumbai,Kochi,Consumer Goods,335,13298.8,388,Road Freight (Truck),497.16,4,4,On-Time,0,E-Commerce Retailer,7091,12000,1.31,Foggy
SHIP-10772,2025-08-10,WH-North-Delhi,Delhi,Chandigarh,Consumer Goods,129,22803.89,1334,Rail Freight,834.13,8,8,On-Time,0,E-Commerce Retailer,5095,10000,1.42,Clear
SHIP-10773,2025-09-08,WH-Central-Nagpur,Nagpur,Lucknow,Consumer Goods,110,5746.0,2004,Express Courier,3001.83,7,7,On-Time,0,Enterprise,3019,6000,1.54,Clear
SHIP-10774,2025-11-09,WH-South-Bengaluru,Bengaluru,Indore,Consumer Goods,43,8604.47,1818,Express Courier,2704.05,7,7,On-Time,0,SMB,6541,8500,1.66,Clear
SHIP-10775,2025-04-22,WH-West-Mumbai,Mumbai,Coimbatore,Electronics,93,8192.71,180,Road Freight (Truck),232.85,3,6,Delayed,3,E-Commerce Retailer,11026,12000,1.32,Stormy
SHIP-10776,2025-09-12,WH-West-Mumbai,Mumbai,Coimbatore,Consumer Goods,418,38380.73,1581,Road Freight (Truck),1464.61,9,9,On-Time,0,Enterprise,9157,12000,1.26,Clear
SHIP-10777,2025-10-30,WH-West-Mumbai,Mumbai,Kanpur,Electronics,205,3595.21,1407,Air Cargo,2647.07,5,8,Delayed,3,Enterprise,6879,12000,1.38,Foggy
SHIP-10778,2025-07-26,WH-South-Bengaluru,Bengaluru,Jaipur, Industrial Equipment,339,60931.06,916,Express Courier,1565.1,4,4,On-Time,0,E-Commerce Retailer,4637,8500,1.69,Clear
SHIP-10779,2025-08-17,WH-South-Bengaluru,Bengaluru,Jaipur,Consumer Goods,211,8781.48,1238,Road Freight (Truck),1078.99,6,6,On-Time,0,E-Commerce Retailer,5926,8500,1.16,Severe Heat
SHIP-10780,2025-12-07,WH-Central-Nagpur,Nagpur,Kanpur,Consumer Goods,353,69409.31,672,Road Freight (Truck),725.84,5,9,Delayed,4,Enterprise,2883,6000,1.56,Foggy
SHIP-10781,2025-03-07,WH-West-Mumbai,Mumbai,Patna,Automotive Parts,350,45706.13,1045,Road Freight (Truck),1039.16,7,8,Delayed,1,SMB,7652,12000,1.44,Rainy
SHIP-10782,2025-03-16,WH-Central-Nagpur,Nagpur,Coimbatore,Apparel,20,3986.12,1613,Road Freight (Truck),1301.71,8,12,Delayed,4,Enterprise,4578,6000,1.25,Stormy
SHIP-10783,2025-04-13,WH-Central-Nagpur,Nagpur,Patna,Electronics,356,54191.29,780,Road Freight (Truck),810.81,5,5,On-Time,0,E-Commerce Retailer,5428,6000,1.34,Rainy
SHIP-10784,2025-07-11,WH-North-Delhi,Delhi,Kochi,Perishables,409,14058.07,835,Road Freight (Truck),881.09,6,6,On-Time,0,Enterprise,6500,10000,1.28,Foggy
SHIP-10785,2025-09-09,WH-Central-Nagpur,Nagpur,Kochi,Electronics,227,44248.72,898,Road Freight (Truck),844.92,5,6,Delayed,1,Enterprise,3264,6000,1.68,Clear
SHIP-10786,2025-08-14,WH-North-Delhi,Delhi,Surat,Electronics,262,8227.55,1657,Rail Freight,1042.0,11,12,Delayed,1,E-Commerce Retailer,8341,10000,1.44,
SHIP-10787,2025-10-21,WH-East-Kolkata,Kolkata,Chandigarh,Industrial Equipment,231,29451.32,1833,Rail Freight,1131.65,12,13,Delayed,1,SMB,5998,7500,1.49,Rainy
SHIP-10788,2025-11-02,WH-West-Mumbai,Mumbai,Jaipur,Apparel,392,21756.81,2080,Rail Freight,1336.17,13,13,On-Time,0,E-Commerce Retailer,10248,12000,1.51,Clear
SHIP-10789,2025-04-08,WH-Central-Nagpur,Nagpur,Surat,Consumer Goods,378,72499.93,313,Road Freight (Truck),480.22,4,4,On-Time,0,SMB,3305,6000,1.53,Clear
SHIP-10790,2025-12-04,WH-Central-Nagpur,Nagpur,Indore,Electronics,89,20400.93,601,Road Freight (Truck),564.71,4,4,On-Time,0,Enterprise,3841,6000,1.45,Clear
SHIP-10791,2025-10-13,WH-East-Kolkata,Kolkata,Kanpur,Apparel,16,2323.51,2042,Rail Freight,1140.64,12,12,On-Time,0,SMB,6834,7500,1.16,Clear
SHIP-10792,2025-12-01,WH-East-Kolkata,Kolkata,Kanpur,Consumer Goods,281,39025.17,1479,Road Freight (Truck),1316.22,7,8,Delayed,1,Enterprise,3932,7500,1.35,Rainy
SHIP-10793,2025-12-13,WH-West-Mumbai,Mumbai,Kochi,Automotive Parts,236,45909.4,1578,Rail Freight,984.15,10,14,Delayed,4,SMB,9186,12000,1.26,Clear
SHIP-10794,2025-11-04,WH-North-Delhi,Delhi,Coimbatore,Electronics,25,404.84,1339,Air Cargo,2431.06,4,5,Delayed,1,Enterprise,5614,10000,1.56,Severe Heat
SHIP-10795,2025-09-06,WH-West-Mumbai,Mumbai,Patna,Automotive Parts,433,99881.53,974,Road Freight (Truck),969.88,6,6,On-Time,0,E-Commerce Retailer,8220,12000,1.18,Stormy
SHIP-10796,2025-06-15,WH-North-Delhi,Delhi,Jaipur,Apparel,21,1289.41,1392,Road Freight (Truck),1149.27,8,8,On-Time,0,Individual,8262,10000,1.49,Stormy
SHIP-10797,2025-12-01,WH-South-Bengaluru,Bengaluru,Surat,Automotive Parts,300,73880.38,617,Road Freight (Truck),690.67,4,4,On-Time,0,Individual,5776,8500,1.28,Clear
SHIP-10798,2025-01-30,WH-West-Mumbai,Mumbai,Patna,Industrial Equipment,250,47004.92,331,Road Freight (Truck),431.86,4,4,On-Time,0,SMB,9942,12000,1.72,Clear
SHIP-10799,2025-09-04,WH-Central-Nagpur,Nagpur,Surat,Apparel,30,5908.47,784,Road Freight (Truck),657.54,6,6,On-Time,0,Enterprise,3902,6000,1.35,Severe Heat
SHIP-10800,2025-04-16,WH-South-Bengaluru,Bengaluru,Chandigarh,Consumer Goods,187,31641.84,789,Road Freight (Truck),741.7,6,9,Delayed,3,SMB,7817,8500,1.35,Stormy
SHIP-10801,2025-02-20,WH-East-Kolkata,Kolkata,Indore,Electronics,436,54866.61,1609,Rail Freight,1116.74,10,12,Delayed,2,E-Commerce Retailer,4911,7500,1.7,Foggy
SHIP-10802,2025-03-22,WH-North-Delhi,Delhi,Indore,Electronics,237,35391.8,2017,Road Freight (Truck),1700.99,11,11,On-Time,0,Enterprise,5202,10000,1.4,Clear
SHIP-10803,2025-05-13,WH-Central-Nagpur,Nagpur,Patna, Automotive Parts,282,7305.12,1794,Express Courier,2782.97,5,5,On-Time,0,Individual,3833,6000,1.73,Rainy
SHIP-10804,2025-10-12,WH-Central-Nagpur,Nagpur,Patna,Automotive Parts,297,48004.25,340,Road Freight (Truck),451.41,4,4,On-Time,0,Enterprise,4794,6000,1.16,Foggy
SHIP-10805,2025-05-18,WH-West-Mumbai,Mumbai,Patna,Consumer Goods,306,49612.71,392,Road Freight (Truck),503.68,3,3,On-Time,0,Individual,10182,12000,1.33,Clear
SHIP-10806,2025-07-03,WH-South-Bengaluru,Bengaluru,Surat,Electronics,143,32093.8,1297,Road Freight (Truck),1129.84,8,10,Delayed,2,E-Commerce Retailer,5663,8500,1.55,Rainy
SHIP-10807,2025-11-26,WH-East-Kolkata,Kolkata,Chandigarh,Consumer Goods,292,39078.14,1392,Road Freight (Truck),1263.69,7,9,Delayed,2,E-Commerce Retailer,5470,7500,1.68,Foggy
SHIP-10808,2025-09-30,WH-North-Delhi,Delhi,Lucknow,Apparel,413,13682.25,398,Express Courier,819.78,2,2,On-Time,0,Enterprise,8470,10000,1.3,Rainy
SHIP-10809,2025-12-06,WH-South-Bengaluru,Bengaluru,Patna,Consumer Goods,162,14086.88,1583,Road Freight (Truck),1327.0,9,8,Early,0,Enterprise,7075,8500,1.71,Clear
SHIP-10810,2025-03-10,WH-West-Mumbai,Mumbai,Coimbatore,Industrial Equipment,75,12680.47,2091,Rail Freight,1207.96,13,15,Delayed,2,SMB,9109,12000,1.51,Rainy
SHIP-10811,2025-02-03,WH-North-Delhi,Delhi,Jaipur,Perishables,146,10398.97,935,Road Freight (Truck),857.14,6,7,Delayed,1,Enterprise,8330,10000,1.63,Severe Heat
SHIP-10812,2025-09-19,WH-West-Mumbai,Mumbai,Jaipur,Electronics,101,8173.33,395,Express Courier,705.57,3,4,Delayed,1,Enterprise,8648,12000,1.39,Rainy
SHIP-10813,2025-02-22,WH-North-Delhi,Delhi,Surat,Consumer Goods,446,92683.36,1124,Road Freight (Truck),1127.41,6,6,On-Time,0,SMB,4521,10000,1.28,Foggy
SHIP-10814,2025-07-24,WH-North-Delhi,Delhi,Patna,Consumer Goods,326,49654.73,633,Road Freight (Truck),706.18,5,5,On-Time,0,SMB,4693,10000,1.7,Rainy
SHIP-10815,2025-05-06,WH-North-Delhi,Delhi,Kochi, Consumer Goods,431,57971.2,1231,Rail Freight,891.63,8,9,Delayed,1,SMB,9105,10000,1.71,Rainy
SHIP-10816,2025-08-23,WH-Central-Nagpur,Nagpur,Kanpur,Electronics,268,24076.1,1942,Road Freight (Truck),1642.76,10,11,Delayed,1,SMB,3108,6000,1.45,Rainy
SHIP-10817,2025-02-12,WH-South-Bengaluru,Bengaluru,Lucknow,Electronics,112,20918.03,1042,Air Cargo,1960.3,3,3,On-Time,0,Enterprise,5441,8500,1.15,Clear
SHIP-10818,2025-08-28,WH-Central-Nagpur,Nagpur,Coimbatore,Automotive Parts,64,5287.29,761,Road Freight (Truck),678.28,5,4,Early,0,Individual,5333,6000,1.22,Clear
SHIP-10819,2025-04-21,WH-West-Mumbai,Mumbai,Chandigarh,Consumer Goods,266,50063.84,624,Road Freight (Truck),688.07,4,4,On-Time,0,Enterprise,6500,12000,1.49,Clear
SHIP-10820,2025-09-06,WH-West-Mumbai,Mumbai,Kochi,Consumer Goods,110,3462.12,709,Road Freight (Truck),662.91,5,5,On-Time,0,SMB,10158,12000,1.16,Clear
SHIP-10821,2025-05-31,WH-South-Bengaluru,Bengaluru,Indore,Automotive Parts,207,45160.61,891,Road Freight (Truck),833.39,6,6,On-Time,0,SMB,7093,8500,1.39,Clear
SHIP-10822,2025-07-02,WH-West-Mumbai,Mumbai,Kochi,Industrial Equipment,310,41043.42,1384,Rail Freight,891.23,8,7,Early,0,E-Commerce Retailer,10962,12000,1.33,Clear
SHIP-10823,2025-12-02,WH-North-Delhi,Delhi,Surat,Electronics,235,27741.61,1796,Air Cargo,3351.08,4,4,On-Time,0,Enterprise,5823,10000,1.58,Stormy
SHIP-10824,2025-04-05,WH-South-Bengaluru,Bengaluru,Lucknow,Apparel,440,69779.82,859,Road Freight (Truck),896.9,5,5,On-Time,0,SMB,5084,8500,1.18,Clear
SHIP-10825,2025-01-08,WH-North-Delhi,Delhi,Bhopal, Consumer Goods,246,39774.54,794,Road Freight (Truck),781.78,5,6,Delayed,1,SMB,8743,10000,1.44,Clear
SHIP-10826,2025-12-26,WH-South-Bengaluru,Bengaluru,Bhopal,Industrial Equipment,35,1610.99,1379,Rail Freight,811.51,8,9,Delayed,1,Enterprise,4760,8500,1.5,Clear
SHIP-10827,2025-07-03,WH-South-Bengaluru,Bengaluru,Patna,Industrial Equipment,130,25052.94,1133,Road Freight (Truck),983.32,7,9,Delayed,2,SMB,6013,8500,1.52,Rainy
SHIP-10828,2025-10-08,WH-North-Delhi,Delhi,Patna,Apparel,407,32496.16,247,Road Freight (Truck),427.14,2,1,Early,0,Individual,7824,10000,1.39,Clear
SHIP-10829,2025-07-14,WH-North-Delhi,Delhi,Surat,Consumer Goods,191,43484.21,622,Road Freight (Truck),620.61,5,5,On-Time,0,Individual,5777,10000,1.33,Clear
SHIP-10830,2025-12-18,WH-East-Kolkata,Kolkata,Chandigarh,Industrial Equipment,208,43096.54,1343,Rail Freight,835.87,9,9,On-Time,0,Enterprise,6682,7500,1.56,Clear
SHIP-10831,2025-07-14,WH-West-Mumbai,Mumbai,Patna,Electronics,311,29971.85,1021,Air Cargo,1999.5,4,6,Delayed,2,Enterprise,9154,12000,1.66,Foggy
SHIP-10832,2025-06-04,WH-North-Delhi,Delhi,Kanpur,Electronics,264,54072.15,662,Road Freight (Truck),681.15,4,6,Delayed,2,Enterprise,4721,10000,1.57,Severe Heat
SHIP-10833,2025-04-03,WH-Central-Nagpur,Nagpur,Lucknow,Consumer Goods,131,12936.48,1645,Express Courier,2504.06,5,4,Early,0,SMB,3082,6000,1.71,Severe Heat
SHIP-10834,2025-06-09,WH-North-Delhi,Delhi,Surat,Electronics,40,1548.91,1793,Air Cargo,3234.77,4,4,On-Time,0,Enterprise,5396,10000,1.58,Clear
SHIP-10835,2025-03-02,WH-South-Bengaluru,Bengaluru,Jaipur,Electronics,324,78098.17,611,Road Freight (Truck),678.77,4,4,On-Time,0,Enterprise,4803,8500,1.61,Rainy
SHIP-10836,2025-05-02,WH-Central-Nagpur,Nagpur,Indore,Automotive Parts,294,49498.27,1164,Express Courier,1865.54,5,6,Delayed,1,Individual,4760,6000,1.25,Rainy
SHIP-10837,2025-02-20,WH-North-Delhi,Delhi,Surat,Perishables,115,14051.09,1377,Rail Freight,868.71,9,8,Early,0,Individual,4917,10000,1.4,Clear
SHIP-10838,2025-10-04,WH-North-Delhi,Delhi,Surat,Consumer Goods,233,25275.08,833,Express Courier,1386.31,4,4,On-Time,0,Enterprise,6147,10000,1.44,Clear
SHIP-10839,2025-01-05,WH-North-Delhi,Delhi,Bhopal,Consumer Goods,282,25748.22,910,Express Courier,1500.99,4,4,On-Time,0,Enterprise,8783,10000,1.3,Clear
SHIP-10840,2025-04-02,WH-West-Mumbai,Mumbai,Coimbatore,Consumer Goods,407,99975.56,1786,Rail Freight,1190.06,10,12,Delayed,2,SMB,8539,12000,1.47,Foggy
SHIP-10841,2025-06-19,WH-North-Delhi,Delhi,Chandigarh,Consumer Goods,241,11246.41,535,Road Freight (Truck),595.06,4,3,Early,0,Enterprise,5747,10000,1.32,Clear
SHIP-10842,2025-11-13,WH-South-Bengaluru,Bengaluru,Coimbatore,Electronics,429,38172.07,267,Road Freight (Truck),474.89,3,3,On-Time,0,SMB,7648,8500,1.56,Clear
SHIP-10843,2025-01-22,WH-North-Delhi,Delhi,Kanpur,Perishables,265,34209.37,1089,Road Freight (Truck),1001.43,6,8,Delayed,2,SMB,5648,10000,1.43,Clear
SHIP-10844,2025-11-22,WH-South-Bengaluru,Bengaluru,Jaipur,Electronics,33,4201.89,148,Road Freight (Truck),195.32,2,3,Delayed,1,E-Commerce Retailer,7440,8500,1.43,Rainy
SHIP-10845,2025-01-01,WH-Central-Nagpur,Nagpur,Bhopal,Consumer Goods,118,14840.99,1504,Rail Freight,901.44,10,10,On-Time,0,E-Commerce Retailer,4746,6000,1.74,Foggy
SHIP-10846,2025-05-13,WH-East-Kolkata,Kolkata,Jaipur,Electronics,200,11261.84,427,Road Freight (Truck),478.23,4,4,On-Time,0,SMB,5985,7500,1.39,Rainy
SHIP-10847,2025-08-21,WH-South-Bengaluru,Bengaluru,Kanpur,Automotive Parts,356,17465.06,2026,Rail Freight,1279.29,12,12,On-Time,0,E-Commerce Retailer,6880,8500,1.37,Rainy
SHIP-10848,2025-01-12,WH-West-Mumbai,Mumbai,Coimbatore,Industrial Equipment,34,2545.59,2085,Road Freight (Truck),1682.59,11,10,Early,0,Enterprise,8257,12000,1.34,Clear
SHIP-10849,2025-12-12,WH-South-Bengaluru,Bengaluru,Surat,Perishables,196,45063.07,281,Road Freight (Truck),369.0,4,5,Delayed,1,SMB,7079,8500,1.69,Clear
SHIP-10850,2025-02-15,WH-South-Bengaluru,Bengaluru,Patna,Industrial Equipment,297,12345.53,988,Road Freight (Truck),942.17,6,6,On-Time,0,SMB,7165,8500,1.45,Clear
SHIP-10851,2025-02-03,WH-West-Mumbai,Mumbai,Patna,Consumer Goods,125,24124.36,971,Road Freight (Truck),856.31,6,7,Delayed,1,Enterprise,7433,12000,1.51,Severe Heat
SHIP-10852,2025-03-19,WH-North-Delhi,Delhi,Kochi,Electronics,347,66979.28,180,Road Freight (Truck),347.91,2,3,Delayed,1,Enterprise,6381,10000,1.26,Severe Heat
SHIP-10853,2025-08-06,WH-Central-Nagpur,Nagpur,Indore,Apparel,375,76986.02,244,Road Freight (Truck),420.87,3,4,Delayed,1,Enterprise,5206,6000,1.47,Rainy
SHIP-10854,2025-10-28,WH-West-Mumbai,Mumbai,Chandigarh,Consumer Goods,411,91798.76,1599,Rail Freight,1087.22,9,9,On-Time,0,Individual,8359,12000,1.31,Clear
SHIP-10855,2025-03-14,WH-North-Delhi,Delhi,Kanpur,Apparel,46,3533.42,1214,Road Freight (Truck),1007.21,6,6,On-Time,0,Enterprise,8574,10000,1.59,Clear
SHIP-10856,2025-10-09,WH-West-Mumbai,Mumbai,Indore,Electronics,291,19721.5,957,Road Freight (Truck),937.74,6,6,On-Time,0,Enterprise,8934,12000,1.65,Clear
SHIP-10857,2025-09-06,WH-West-Mumbai,Mumbai,Chandigarh,Electronics,146,18161.5,2050,Rail Freight,1208.91,12,11,Early,0,SMB,8747,12000,1.58,Foggy
SHIP-10858,2025-02-16,WH-East-Kolkata,Kolkata,Indore,Apparel,236,18241.85,2019,Express Courier,3097.52,7,8,Delayed,1,E-Commerce Retailer,3484,7500,1.59,Rainy
SHIP-10859,2025-05-01,WH-East-Kolkata,Kolkata,Coimbatore,Apparel,329,61708.18,585,Road Freight (Truck),660.59,4,8,Delayed,4,Enterprise,4354,7500,1.46,Stormy
SHIP-10860,2025-08-02,WH-East-Kolkata,Kolkata,Chandigarh,Industrial Equipment,337,55418.23,362,Road Freight (Truck),514.55,3,4,Delayed,1,Individual,5144,7500,1.58,Rainy
SHIP-10861,2025-08-27,WH-North-Delhi,Delhi,Coimbatore,Electronics,413,91116.93,1633,Rail Freight,1109.55,11,11,On-Time,0,E-Commerce Retailer,7260,10000,1.4,Clear
SHIP-10862,2025-02-25,WH-West-Mumbai,Mumbai,Surat,Apparel,191,6578.71,1904,Rail Freight,1154.79,12,13,Delayed,1,SMB,8955,12000,1.54,Clear
SHIP-10863,2025-12-16,WH-West-Mumbai,Mumbai,Bhopal,Electronics,371,85346.54,1364,Air Cargo,2625.18,4,4,On-Time,0,E-Commerce Retailer,9439,12000,1.31,Clear
SHIP-10864,2025-04-17,WH-North-Delhi,Delhi,Coimbatore,Electronics,95,7974.01,592,Road Freight (Truck),558.44,5,6,Delayed,1,Enterprise,7584,10000,1.19,Rainy
SHIP-10865,2025-11-15,WH-West-Mumbai,Mumbai,Patna,Consumer Goods,423,55122.47,1078,Road Freight (Truck),1083.91,6,6,On-Time,0,Enterprise,10185,12000,1.4,Clear
SHIP-10866,2025-02-17,WH-East-Kolkata,Kolkata,Indore,Electronics,62,7320.57,652,Road Freight (Truck),584.51,5,6,Delayed,1,E-Commerce Retailer,4416,7500,1.43,Rainy
SHIP-10867,2025-03-02,WH-North-Delhi,Delhi,Kochi,Electronics,357,69141.35,613,Express Courier,1126.78,3,4,Delayed,1,Enterprise,7515,10000,1.3,Rainy
SHIP-10868,2025-12-03,WH-South-Bengaluru,Bengaluru,Lucknow,Consumer Goods,364,41415.31,1018,Road Freight (Truck),1052.48,6,5,Early,0,Enterprise,4029,8500,1.59,Clear
SHIP-10869,2025-01-26,WH-North-Delhi,Delhi,Chandigarh,Consumer Goods,244,57763.34,201,Road Freight (Truck),314.35,2,2,On-Time,0,SMB,6756,10000,1.19,Clear
SHIP-10870,2025-10-19,WH-North-Delhi,Delhi,Kanpur,Electronics,276,62678.35,975,Road Freight (Truck),922.95,5,5,On-Time,0,Enterprise,5759,10000,1.28,Clear
SHIP-10871,2025-09-14,WH-North-Delhi,Delhi,Kochi,Electronics,296,65107.53,998,Road Freight (Truck),961.0,5,6,Delayed,1,Individual,6290,10000,1.6,Rainy
SHIP-10872,2025-01-08,WH-Central-Nagpur,Nagpur,Patna,Electronics,442,14031.6,1665,Air Cargo,3179.01,5,4,Early,0,Enterprise,3700,6000,1.41,Clear
SHIP-10873,2025-04-23,WH-East-Kolkata,Kolkata,Coimbatore,Electronics,109,23516.82,1042,Air Cargo,1944.78,3,3,On-Time,0,E-Commerce Retailer,3588,7500,1.57,Clear
SHIP-10874,2025-12-21,WH-Central-Nagpur,Nagpur,Bhopal,Apparel,96,19073.7,131,Road Freight (Truck),227.77,3,5,Delayed,2,SMB,4015,6000,1.49,Foggy
SHIP-10875,2025-09-10,WH-West-Mumbai,Mumbai,Surat,Consumer Goods,412,16202.12,1406,Rail Freight,995.49,10,10,On-Time,0,E-Commerce Retailer,11009,12000,1.72,Rainy
SHIP-10876,2025-06-29,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,405,16298.16,1800,Rail Freight,1219.89,10,12,Delayed,2,Enterprise,5904,10000,1.51,Clear
SHIP-10877,2025-07-26,WH-South-Bengaluru,Bengaluru,Jaipur,Consumer Goods,24,930.56,568,Road Freight (Truck),498.75,4,6,Delayed,2,SMB,6765,8500,1.16,Rainy
SHIP-10878,2025-10-30,WH-West-Mumbai,Mumbai,Kochi,Apparel,424,7489.18,1335,Rail Freight,958.85,9,11,Delayed,2,E-Commerce Retailer,8489,12000,1.36,Foggy
SHIP-10879,2025-05-07,WH-East-Kolkata,Kolkata,Bhopal,Automotive Parts,436,62753.07,881,Road Freight (Truck),915.6,5,6,Delayed,1,SMB,4521,7500,1.24,Rainy
SHIP-10880,2025-02-25,WH-North-Delhi,Delhi,Jaipur,Industrial Equipment,110,26812.24,1257,Express Courier,1937.43,4,4,On-Time,0,SMB,4921,10000,1.7,Clear
SHIP-10881,2025-08-02,WH-West-Mumbai,Mumbai,Lucknow,Industrial Equipment,174,20547.82,145,Road Freight (Truck),252.17,3,3,On-Time,0,SMB,6617,12000,1.21,Clear
SHIP-10882,2025-01-14,WH-North-Delhi,Delhi,Kanpur,Consumer Goods,38,5398.96,1926,Road Freight (Truck),1517.6,10,14,Delayed,4,E-Commerce Retailer,8174,10000,1.38,Foggy
SHIP-10883,2025-01-28,WH-West-Mumbai,Mumbai,Kanpur,Apparel,123,29824.17,1642,Rail Freight,961.97,11,12,Delayed,1,SMB,6973,12000,1.29,Clear
SHIP-10884,2025-03-19,WH-East-Kolkata,Kolkata,Indore,Apparel,116,8696.27,627,Road Freight (Truck),616.36,5,6,Delayed,1,Individual,3883,7500,1.66,Rainy
SHIP-10885,2025-08-04,WH-West-Mumbai,Mumbai,Lucknow, Electronics,419,90814.27,1688,Air Cargo,3235.07,5,8,Delayed,3,Enterprise,7268,12000,1.34,Stormy
SHIP-10886,2025-06-03,WH-West-Mumbai,Mumbai,Lucknow,Electronics,373,53488.86,181,Road Freight (Truck),367.93,3,6,Delayed,3,SMB,8694,12000,1.75,Stormy
SHIP-10887,2025-01-14,WH-West-Mumbai,Mumbai,Jaipur,Consumer Goods,139,20686.95,348,Road Freight (Truck),382.57,3,5,Delayed,2,E-Commerce Retailer,9367,12000,1.17,Clear
SHIP-10888,2025-07-06,WH-West-Mumbai,Mumbai,Bhopal,Automotive Parts,93,8895.06,1958,Rail Freight,1087.52,12,14,Delayed,2,E-Commerce Retailer,7584,12000,1.23,Clear
SHIP-10889,2025-11-08,WH-East-Kolkata,Kolkata,Chandigarh,Apparel,280,41152.25,726,Express Courier,1236.19,4,8,Delayed,4,E-Commerce Retailer,5130,7500,1.28,Clear
SHIP-10890,2025-01-07,WH-Central-Nagpur,Nagpur,Jaipur,Industrial Equipment,253,8143.69,1178,Road Freight (Truck),1105.43,6,6,On-Time,0,Individual,3982,6000,1.64,Foggy
SHIP-10891,2025-01-03,WH-Central-Nagpur,Nagpur,Surat,Consumer Goods,397,77292.42,1848,Road Freight (Truck),1681.48,9,9,On-Time,0,SMB,2725,6000,1.68,Clear
SHIP-10892,2025-04-21,WH-East-Kolkata,Kolkata,Kanpur,Consumer Goods,223,18264.06,1599,Rail Freight,1012.5,9,9,On-Time,0,Enterprise,4769,7500,1.19,Clear
SHIP-10893,2025-08-26,WH-West-Mumbai,Mumbai,Kanpur,Electronics,315,70430.21,1731,Air Cargo,3257.16,4,4,On-Time,0,Enterprise,8712,12000,1.17,Clear
SHIP-10894,2025-12-29,WH-South-Bengaluru,Bengaluru,Indore,Electronics,175,17752.86,1010,Road Freight (Truck),939.72,6,6,On-Time,0,E-Commerce Retailer,6101,8500,1.6,Clear
SHIP-10895,2025-08-27,WH-West-Mumbai,Mumbai,Surat,Automotive Parts,288,13986.34,1645,Road Freight (Truck),1440.01,8,8,On-Time,0,E-Commerce Retailer,9628,12000,1.23,Clear
SHIP-10896,2025-10-01,WH-West-Mumbai,Mumbai,Kanpur,Apparel,68,12140.19,880,Road Freight (Truck),754.62,6,5,Early,0,Enterprise,9180,12000,1.23,Clear
SHIP-10897,2025-10-21,WH-East-Kolkata,Kolkata,Jaipur,Consumer Goods,99,5313.91,714,Express Courier,1150.42,3,4,Delayed,1,Enterprise,4350,7500,1.16,Rainy
SHIP-10898,2025-08-15,WH-North-Delhi,Delhi,Surat,Industrial Equipment,380,73003.67,1168,Road Freight (Truck),1124.31,6,8,Delayed,2,Enterprise,5701,10000,1.18,Clear
SHIP-10899,2025-01-15,WH-Central-Nagpur,Nagpur,Jaipur,Electronics,340,82452.17,1712,Air Cargo,3205.04,4,3,Early,0,E-Commerce Retailer,4008,6000,1.31,Clear
SHIP-10900,2025-07-11,WH-West-Mumbai,Mumbai,Chandigarh,Perishables,421,83440.06,1175,Road Freight (Truck),1162.35,6,6,On-Time,0,Enterprise,9533,12000,1.19,Foggy
SHIP-10901,2025-04-29,WH-South-Bengaluru,Bengaluru,Chandigarh,Consumer Goods,203,4115.94,1974,Rail Freight,1182.48,12,16,Delayed,4,SMB,4199,8500,1.37,Foggy
SHIP-10902,2025-01-28,WH-South-Bengaluru,Bengaluru,Kanpur,Consumer Goods,132,20588.46,1155,Road Freight (Truck),1004.94,6,6,On-Time,0,SMB,7613,8500,1.65,Clear
SHIP-10903,2025-07-21,WH-Central-Nagpur,Nagpur,Kanpur,Consumer Goods,145,25871.12,1462,Rail Freight,907.42,9,9,On-Time,0,E-Commerce Retailer,4231,6000,1.35,Clear
SHIP-10904,2025-02-08,WH-South-Bengaluru,Bengaluru,Bhopal,Electronics,422,88190.7,1988,Road Freight (Truck),1789.09,10,11,Delayed,1,E-Commerce Retailer,5049,8500,1.59,Rainy
SHIP-10905,2025-09-30,WH-South-Bengaluru,Bengaluru,Chandigarh,Electronics,148,4167.76,1747,Air Cargo,3189.32,5,5,On-Time,0,SMB,6595,8500,1.21,Clear
SHIP-10906,2025-08-19,WH-North-Delhi,Delhi,Kochi,Apparel,238,30422.43,120,Road Freight (Truck),270.19,3,3,On-Time,0,Enterprise,4710,10000,1.55,
