shipment_id,order_date,warehouse,origin_city,destination_city,product_category,quantity,order_value,distance_km,transportation_mode,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,customer_segment,inventory_level,warehouse_capacity,fuel_cost,weather_condition,delivery_time,cost_per_km,cost_per_shipment,is_delayed,is_on_time,warehouse_utilization,route
SHIP-10692,2025-11-12,WH-North-Delhi,Delhi,Coimbatore,Electronics,113,18587.53,1891,Air Cargo,3456.46,6,7,Delayed,1,E-Commerce Retailer,6248,10000,1.46,Clear,7,1.8278,3456.46,1,0,62.48,Delhi -> Coimbatore
SHIP-10693,2025-06-27,WH-North-Delhi,Delhi,Surat,Electronics,255,31043.8,804,Road Freight (Truck),823.79,6,10,Delayed,4,E-Commerce Retailer,4887,10000,1.6,Stormy,10,1.0246,823.79,1,0,48.87,Delhi -> Surat
SHIP-10694,2025-01-28,WH-North-Delhi,Delhi,Patna,Electronics,170,37044.03,277,Road Freight (Truck),373.75,3,4,Delayed,1,Enterprise,8527,10000,1.43,Clear,4,1.3493,373.75,1,0,85.27,Delhi -> Patna
SHIP-10695,2025-08-08,WH-South-Bengaluru,Bengaluru,Jaipur,Electronics,209,48171.55,291,Road Freight (Truck),407.83,3,3,On-Time,0,Enterprise,6191,8500,1.51,Stormy,3,1.4015,407.83,0,1,72.84,Bengaluru -> Jaipur
SHIP-10696,2025-12-23,WH-South-Bengaluru,Bengaluru,Kanpur,Apparel,225,56081.21,613,Road Freight (Truck),632.84,5,6,Delayed,1,E-Commerce Retailer,4159,8500,1.62,Rainy,6,1.0324,632.84,1,0,48.93,Bengaluru -> Kanpur
SHIP-10697,2025-02-10,WH-South-Bengaluru,Bengaluru,Chandigarh,Electronics,443,22644.29,1089,Road Freight (Truck),1087.37,6,6,On-Time,0,SMB,7039,8500,1.28,Clear,6,0.9985,1087.37,0,1,82.81,Bengaluru -> Chandigarh
SHIP-10698,2025-08-16,WH-North-Delhi,Delhi,Lucknow,Perishables,221,48133.04,1454,Express Courier,2269.38,5,5,On-Time,0,Enterprise,6587,10000,1.19,Clear,5,1.5608,2269.38,0,1,65.87,Delhi -> Lucknow
SHIP-10699,2025-07-11,WH-West-Mumbai,Mumbai,Kochi,Apparel,25,1937.88,1546,Rail Freight,904.84,10,12,Delayed,2,E-Commerce Retailer,9715,12000,1.47,Foggy,12,0.5853,904.84,1,0,80.96,Mumbai -> Kochi
SHIP-10700,2025-05-25,WH-South-Bengaluru,Bengaluru,Lucknow,Electronics,381,58613.7,1812,Air Cargo,3433.35,5,5,On-Time,0,E-Commerce Retailer,3875,8500,1.19,Rainy,5,1.8948,3433.35,0,1,45.59,Bengaluru -> Lucknow
SHIP-10701,2025-07-20,WH-West-Mumbai,Mumbai,Patna,Apparel,341,45645.11,1913,Road Freight (Truck),1675.24,10,15,Delayed,5,E-Commerce Retailer,5562,12000,1.61,Stormy,15,0.8757,1675.24,1,0,46.35,Mumbai -> Patna
SHIP-10702,2025-07-31,WH-Central-Nagpur,Nagpur,Jaipur,Automotive Parts,214,4114.62,795,Road Freight (Truck),760.18,5,7,Delayed,2,Enterprise,3181,6000,1.58,Foggy,7,0.9562,760.18,1,0,53.02,Nagpur -> Jaipur
SHIP-10703,2025-08-08,WH-North-Delhi,Delhi,Patna,Industrial Equipment,374,87591.27,778,Express Courier,1370.91,4,4,On-Time,0,E-Commerce Retailer,5491,10000,1.68,Clear,4,1.7621,1370.91,0,1,54.91,Delhi -> Patna
SHIP-10704,2025-08-28,WH-South-Bengaluru,Bengaluru,Kanpur,Electronics,48,1603.53,1022,Road Freight (Truck),858.49,6,8,Delayed,2,Enterprise,6877,8500,1.53,Clear,8,0.84,858.49,1,0,80.91,Bengaluru -> Kanpur
SHIP-10705,2025-02-15,WH-West-Mumbai,Mumbai,Coimbatore,Automotive Parts,98,17319.68,785,Road Freight (Truck),709.26,5,8,Delayed,3,Enterprise,9385,12000,1.19,Stormy,8,0.9035,709.26,1,0,78.21,Mumbai -> Coimbatore
SHIP-10706,2025-02-04,WH-West-Mumbai,Mumbai,Kochi,Industrial Equipment,439,87570.23,1606,Rail Freight,1116.93,10,10,On-Time,0,SMB,8874,12000,1.3,Clear,10,0.6955,1116.93,0,1,73.95,Mumbai -> Kochi
SHIP-10707,2025-09-10,WH-East-Kolkata,Kolkata,Kanpur,Electronics,265,53501.55,486,Road Freight (Truck),568.5,3,5,Delayed,2,Enterprise,6494,7500,1.63,Clear,5,1.1698,568.5,1,0,86.59,Kolkata -> Kanpur
SHIP-10708,2025-03-23,WH-South-Bengaluru,Bengaluru,Chandigarh,Electronics,263,12319.24,669,Road Freight (Truck),670.95,5,7,Delayed,2,Enterprise,4812,8500,1.25,Foggy,7,1.0029,670.95,1,0,56.61,Bengaluru -> Chandigarh
SHIP-10709,2025-09-13,WH-Central-Nagpur,Nagpur,Chandigarh,Apparel,225,27040.26,762,Road Freight (Truck),747.68,5,7,Delayed,2,E-Commerce Retailer,5250,6000,1.57,Foggy,7,0.9812,747.68,1,0,87.5,Nagpur -> Chandigarh
SHIP-10710,2025-07-16,WH-North-Delhi,Delhi,Patna,Electronics,377,79138.25,2013,Road Freight (Truck),1789.2,11,12,Delayed,1,Enterprise,8774,10000,1.62,Rainy,12,0.8888,1789.2,1,0,87.74,Delhi -> Patna
SHIP-10711,2025-10-30,WH-North-Delhi,Delhi,Jaipur,Automotive Parts,312,26872.44,374,Express Courier,753.32,3,4,Delayed,1,Enterprise,6541,10000,1.35,Clear,4,2.0142,753.32,1,0,65.41,Delhi -> Jaipur
SHIP-10712,2025-01-10,WH-East-Kolkata,Kolkata,Kanpur,Consumer Goods,181,22610.69,327,Express Courier,627.54,2,3,Delayed,1,Enterprise,3707,7500,1.34,Rainy,3,1.9191,627.54,1,0,49.43,Kolkata -> Kanpur
SHIP-10713,2025-11-08,WH-South-Bengaluru,Bengaluru,Bhopal,Automotive Parts,146,11549.56,569,Express Courier,983.39,3,4,Delayed,1,SMB,6727,8500,1.48,Rainy,4,1.7283,983.39,1,0,79.14,Bengaluru -> Bhopal
SHIP-10714,2025-10-13,WH-West-Mumbai,Mumbai,Jaipur,Apparel,393,48706.29,214,Road Freight (Truck),423.18,3,3,On-Time,0,SMB,7300,12000,1.67,Stormy,3,1.9775,423.18,0,1,60.83,Mumbai -> Jaipur
SHIP-10715,2025-08-30,WH-North-Delhi,Delhi,Coimbatore,Electronics,187,41821.04,2003,Air Cargo,3678.99,5,6,Delayed,1,E-Commerce Retailer,8236,10000,1.28,Severe Heat,6,1.8367,3678.99,1,0,82.36,Delhi -> Coimbatore
SHIP-10716,2025-09-08,WH-North-Delhi,Delhi,Chandigarh,Electronics,86,10488.06,958,Road Freight (Truck),859.48,6,6,On-Time,0,E-Commerce Retailer,5269,10000,1.71,Clear,6,0.8972,859.48,0,1,52.69,Delhi -> Chandigarh
SHIP-10717,2025-01-05,WH-Central-Nagpur,Nagpur,Patna,Apparel,197,28690.95,597,Express Courier,1003.58,3,5,Delayed,2,SMB,4221,6000,1.51,Foggy,5,1.681,1003.58,1,0,70.35,Nagpur -> Patna
SHIP-10718,2025-04-29,WH-North-Delhi,Delhi,Indore,Industrial Equipment,24,2638.43,802,Road Freight (Truck),694.89,6,7,Delayed,1,E-Commerce Retailer,6887,10000,1.75,Clear,7,0.8664,694.89,1,0,68.87,Delhi -> Indore
SHIP-10719,2025-10-16,WH-West-Mumbai,Mumbai,Chandigarh,Industrial Equipment,301,37061.39,881,Road Freight (Truck),855.93,5,4,Early,0,Enterprise,5965,12000,1.2,Clear,4,0.9715,855.93,0,1,49.71,Mumbai -> Chandigarh
SHIP-10720,2025-03-06,WH-North-Delhi,Delhi,Kochi,Consumer Goods,328,6089.63,309,Road Freight (Truck),455.31,3,3,On-Time,0,Enterprise,6207,10000,1.23,Clear,3,1.4735,455.31,0,1,62.07,Delhi -> Kochi
SHIP-10721,2025-05-26,WH-West-Mumbai,Mumbai,Surat,Electronics,334,27281.19,830,Road Freight (Truck),845.06,6,5,Early,0,E-Commerce Retailer,5878,12000,1.65,Foggy,5,1.0181,845.06,0,1,48.98,Mumbai -> Surat
SHIP-10722,2025-08-12,WH-North-Delhi,Delhi,Indore,Electronics,223,26224.07,1627,Rail Freight,1033.29,11,15,Delayed,4,SMB,6684,10000,1.67,Clear,15,0.6351,1033.29,1,0,66.84,Delhi -> Indore
SHIP-10723,2025-08-27,WH-South-Bengaluru,Bengaluru,Patna,Apparel,217,35575.48,1876,Rail Freight,1139.62,12,13,Delayed,1,Individual,7192,8500,1.42,Clear,13,0.6075,1139.62,1,0,84.61,Bengaluru -> Patna
SHIP-10724,2025-06-26,WH-North-Delhi,Delhi,Bhopal,Electronics,178,21495.67,1679,Air Cargo,3105.1,4,4,On-Time,0,SMB,5769,10000,1.58,Clear,4,1.8494,3105.1,0,1,57.69,Delhi -> Bhopal
SHIP-10725,2025-09-24,WH-East-Kolkata,Kolkata,Indore,Consumer Goods,339,31997.19,875,Road Freight (Truck),909.68,5,5,On-Time,0,E-Commerce Retailer,6071,7500,1.67,Clear,5,1.0396,909.68,0,1,80.95,Kolkata -> Indore
SHIP-10726,2025-12-07,WH-North-Delhi,Delhi,Kochi,Apparel,289,30692.73,1566,Express Courier,2426.41,5,5,On-Time,0,SMB,5362,10000,1.18,Clear,5,1.5494,2426.41,0,1,53.62,Delhi -> Kochi
SHIP-10727,2025-10-09,WH-South-Bengaluru,Bengaluru,Jaipur,Perishables,314,22588.82,955,Road Freight (Truck),931.92,5,5,On-Time,0,SMB,6516,8500,1.49,Clear,5,0.9758,931.92,0,1,76.66,Bengaluru -> Jaipur
SHIP-10728,2025-03-04,WH-Central-Nagpur,Nagpur,Bhopal,Consumer Goods,155,35999.7,1783,Rail Freight,1118.95,11,14,Delayed,3,SMB,5281,6000,1.66,Severe Heat,14,0.6276,1118.95,1,0,88.02,Nagpur -> Bhopal
SHIP-10729,2025-08-05,WH-South-Bengaluru,Bengaluru,Chandigarh,Electronics,272,37429.83,1748,Road Freight (Truck),1547.29,9,10,Delayed,1,E-Commerce Retailer,5119,8500,1.39,Rainy,10,0.8852,1547.29,1,0,60.22,Bengaluru -> Chandigarh
SHIP-10730,2025-12-08,WH-South-Bengaluru,Bengaluru,Bhopal,Apparel,13,235.97,1955,Road Freight (Truck),1530.98,9,10,Delayed,1,SMB,7422,8500,1.33,Rainy,10,0.7831,1530.98,1,0,87.32,Bengaluru -> Bhopal
SHIP-10731,2025-11-11,WH-West-Mumbai,Mumbai,Kanpur,Apparel,99,1937.42,252,Road Freight (Truck),305.51,3,3,On-Time,0,Individual,8250,12000,1.63,Clear,3,1.2123,305.51,0,1,68.75,Mumbai -> Kanpur
SHIP-10732,2025-10-10,WH-West-Mumbai,Mumbai,Kochi,Consumer Goods,69,16811.57,174,Express Courier,349.8,2,2,On-Time,0,Enterprise,7186,12000,1.35,Rainy,2,2.0103,349.8,0,1,59.88,Mumbai -> Kochi
SHIP-10733,2025-06-26,WH-South-Bengaluru,Bengaluru,Indore,Perishables,320,21453.11,629,Road Freight (Truck),661.12,5,5,On-Time,0,Enterprise,7406,8500,1.15,Rainy,5,1.0511,661.12,0,1,87.13,Bengaluru -> Indore
SHIP-10734,2025-04-08,WH-Central-Nagpur,Nagpur,Kanpur,Automotive Parts,25,5107.95,789,Road Freight (Truck),721.71,6,7,Delayed,1,SMB,2790,6000,1.73,Rainy,7,0.9147,721.71,1,0,46.5,Nagpur -> Kanpur
SHIP-10735,2025-04-15,WH-South-Bengaluru,Bengaluru,Bhopal,Electronics,236,6771.95,1684,Air Cargo,3143.33,4,4,On-Time,0,SMB,3936,8500,1.51,Clear,4,1.8666,3143.33,0,1,46.31,Bengaluru -> Bhopal
SHIP-10736,2025-04-09,WH-South-Bengaluru,Bengaluru,Kanpur,Electronics,38,8795.98,529,Express Courier,853.47,4,4,On-Time,0,E-Commerce Retailer,6221,8500,1.64,Clear,4,1.6134,853.47,0,1,73.19,Bengaluru -> Kanpur
SHIP-10737,2025-11-07,WH-East-Kolkata,Kolkata,Lucknow,Apparel,160,35278.08,1354,Rail Freight,859.55,8,8,On-Time,0,Enterprise,6183,7500,1.65,Foggy,8,0.6348,859.55,0,1,82.44,Kolkata -> Lucknow
SHIP-10738,2025-01-06,WH-West-Mumbai,Mumbai,Kochi,Industrial Equipment,254,37898.55,1809,Road Freight (Truck),1556.27,9,10,Delayed,1,E-Commerce Retailer,9638,12000,1.19,Rainy,10,0.8603,1556.27,1,0,80.32,Mumbai -> Kochi
SHIP-10739,2025-07-16,WH-North-Delhi,Delhi,Coimbatore,Electronics,279,4775.0,1436,Road Freight (Truck),1267.84,8,9,Delayed,1,SMB,4873,10000,1.25,Rainy,9,0.8829,1267.84,1,0,48.73,Delhi -> Coimbatore
SHIP-10740,2025-12-17,WH-South-Bengaluru,Bengaluru,Jaipur,Apparel,88,6651.53,1106,Road Freight (Truck),966.79,7,7,On-Time,0,SMB,7621,8500,1.34,Rainy,7,0.8741,966.79,0,1,89.66,Bengaluru -> Jaipur
SHIP-10741,2025-05-13,WH-Central-Nagpur,Nagpur,Bhopal,Apparel,442,48886.67,853,Road Freight (Truck),916.51,6,6,On-Time,0,E-Commerce Retailer,4682,6000,1.34,Clear,6,1.0745,916.51,0,1,78.03,Nagpur -> Bhopal
SHIP-10742,2025-12-24,WH-North-Delhi,Delhi,Kochi,Electronics,298,36688.29,1258,Air Cargo,2442.06,5,8,Delayed,3,Enterprise,8960,10000,1.55,Foggy,8,1.9412,2442.06,1,0,89.6,Delhi -> Kochi
SHIP-10743,2025-09-16,WH-South-Bengaluru,Bengaluru,Coimbatore,Apparel,162,13762.63,2092,Road Freight (Truck),1727.39,10,10,On-Time,0,SMB,5139,8500,1.52,Clear,10,0.8257,1727.39,0,1,60.46,Bengaluru -> Coimbatore
SHIP-10744,2025-01-23,WH-North-Delhi,Delhi,Coimbatore,Perishables,286,6504.43,1813,Road Freight (Truck),1550.39,10,11,Delayed,1,Individual,7761,10000,1.45,Rainy,11,0.8552,1550.39,1,0,77.61,Delhi -> Coimbatore
SHIP-10745,2025-02-22,WH-South-Bengaluru,Bengaluru,Patna,Electronics,410,63008.78,378,Road Freight (Truck),558.14,4,5,Delayed,1,E-Commerce Retailer,7260,8500,1.28,Severe Heat,5,1.4766,558.14,1,0,85.41,Bengaluru -> Patna
SHIP-10746,2025-06-14,WH-North-Delhi,Delhi,Kanpur,Consumer Goods,288,39794.79,1906,Road Freight (Truck),1657.57,10,10,On-Time,0,SMB,6288,10000,1.38,Foggy,10,0.8697,1657.57,0,1,62.88,Delhi -> Kanpur
SHIP-10747,2025-07-21,WH-West-Mumbai,Mumbai,Coimbatore,Consumer Goods,66,5379.34,1265,Road Freight (Truck),1080.42,8,8,On-Time,0,SMB,10841,12000,1.48,Clear,8,0.8541,1080.42,0,1,90.34,Mumbai -> Coimbatore
SHIP-10748,2025-03-24,WH-East-Kolkata,Kolkata,Lucknow,Automotive Parts,195,4665.25,418,Road Freight (Truck),493.93,3,3,On-Time,0,Enterprise,4309,7500,1.43,Clear,3,1.1817,493.93,0,1,57.45,Kolkata -> Lucknow
SHIP-10749,2025-05-25,WH-West-Mumbai,Mumbai,Kochi,Perishables,407,101232.96,1918,Rail Freight,1243.85,11,14,Delayed,3,SMB,7180,12000,1.23,Rainy,14,0.6485,1243.85,1,0,59.83,Mumbai -> Kochi
SHIP-10750,2025-03-26,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,102,13083.21,1524,Rail Freight,906.78,10,13,Delayed,3,E-Commerce Retailer,7501,8500,1.54,Stormy,13,0.595,906.78,1,0,88.25,Bengaluru -> Surat
SHIP-10751,2025-03-19,WH-East-Kolkata,Kolkata,Surat,Industrial Equipment,285,54908.38,680,Road Freight (Truck),705.32,5,5,On-Time,0,E-Commerce Retailer,6793,7500,1.19,Rainy,5,1.0372,705.32,0,1,90.57,Kolkata -> Surat
SHIP-10752,2025-01-01,WH-Central-Nagpur,Nagpur,Bhopal,Apparel,167,20256.06,2032,Rail Freight,1208.36,12,11,Early,0,Enterprise,3504,6000,1.38,Clear,11,0.5947,1208.36,0,1,58.4,Nagpur -> Bhopal
SHIP-10753,2025-02-20,WH-North-Delhi,Delhi,Chandigarh,Apparel,284,7141.19,1984,Rail Freight,1238.94,11,12,Delayed,1,Enterprise,5141,10000,1.58,Clear,12,0.6245,1238.94,1,0,51.41,Delhi -> Chandigarh
SHIP-10754,2025-06-22,WH-West-Mumbai,Mumbai,Kanpur,Consumer Goods,190,16673.67,1644,Rail Freight,973.54,11,12,Delayed,1,Enterprise,9681,12000,1.16,Rainy,12,0.5922,973.54,1,0,80.68,Mumbai -> Kanpur
SHIP-10755,2025-07-24,WH-North-Delhi,Delhi,Chandigarh,Electronics,368,33203.12,416,Road Freight (Truck),552.13,3,4,Delayed,1,Enterprise,8869,10000,1.49,Rainy,4,1.3272,552.13,1,0,88.69,Delhi -> Chandigarh
SHIP-10756,2025-09-17,WH-Central-Nagpur,Nagpur,Coimbatore,Consumer Goods,449,95193.81,481,Road Freight (Truck),656.07,3,2,Early,0,Enterprise,4394,6000,1.35,Severe Heat,2,1.364,656.07,0,1,73.23,Nagpur -> Coimbatore
SHIP-10757,2025-10-15,WH-Central-Nagpur,Nagpur,Kochi,Apparel,86,14511.99,708,Road Freight (Truck),637.36,4,4,On-Time,0,SMB,4489,6000,1.16,Clear,4,0.9002,637.36,0,1,74.82,Nagpur -> Kochi
SHIP-10758,2025-02-03,WH-South-Bengaluru,Bengaluru,Bhopal,Electronics,160,12756.16,1606,Road Freight (Truck),1390.03,8,10,Delayed,2,Enterprise,6872,8500,1.26,Foggy,10,0.8655,1390.03,1,0,80.85,Bengaluru -> Bhopal
SHIP-10759,2025-12-14,WH-East-Kolkata,Kolkata,Indore,Automotive Parts,247,59877.47,1581,Express Courier,2453.22,6,6,On-Time,0,Enterprise,3914,7500,1.71,Clear,6,1.5517,2453.22,0,1,52.19,Kolkata -> Indore
SHIP-10760,2025-04-05,WH-South-Bengaluru,Bengaluru,Coimbatore,Electronics,298,26987.57,246,Road Freight (Truck),397.39,2,5,Delayed,3,SMB,7714,8500,1.46,Rainy,5,1.6154,397.39,1,0,90.75,Bengaluru -> Coimbatore
SHIP-10761,2025-03-13,WH-South-Bengaluru,Bengaluru,Kanpur,Electronics,240,59900.4,316,Road Freight (Truck),414.63,3,6,Delayed,3,Enterprise,5280,8500,1.75,Foggy,6,1.3121,414.63,1,0,62.12,Bengaluru -> Kanpur
SHIP-10762,2025-02-08,WH-North-Delhi,Delhi,Surat,Apparel,27,6725.66,340,Express Courier,560.02,3,3,On-Time,0,Enterprise,7452,10000,1.46,Clear,3,1.6471,560.02,0,1,74.52,Delhi -> Surat
SHIP-10763,2025-06-03,WH-East-Kolkata,Kolkata,Patna,Industrial Equipment,82,4914.63,1114,Express Courier,1700.17,5,5,On-Time,0,Enterprise,5026,7500,1.48,Clear,5,1.5262,1700.17,0,1,67.01,Kolkata -> Patna
SHIP-10764,2025-09-07,WH-North-Delhi,Delhi,Kochi,Electronics,426,37698.51,210,Road Freight (Truck),453.1,3,3,On-Time,0,Enterprise,6700,10000,1.39,Foggy,3,2.1576,453.1,0,1,67.0,Delhi -> Kochi
SHIP-10765,2025-06-11,WH-East-Kolkata,Kolkata,Jaipur,Consumer Goods,425,54918.66,530,Road Freight (Truck),657.17,4,5,Delayed,1,SMB,5852,7500,1.34,Rainy,5,1.2399,657.17,1,0,78.03,Kolkata -> Jaipur
SHIP-10766,2025-04-28,WH-East-Kolkata,Kolkata,Chandigarh,Perishables,198,33870.6,127,Express Courier,326.94,3,3,On-Time,0,Enterprise,6881,7500,1.3,Clear,3,2.5743,326.94,0,1,91.75,Kolkata -> Chandigarh
SHIP-10767,2025-09-16,WH-East-Kolkata,Kolkata,Bhopal,Consumer Goods,447,62173.74,663,Road Freight (Truck),772.59,4,4,On-Time,0,E-Commerce Retailer,5698,7500,1.45,Clear,4,1.1653,772.59,0,1,75.97,Kolkata -> Bhopal
SHIP-10768,2025-11-02,WH-North-Delhi,Delhi,Chandigarh,Consumer Goods,26,6313.29,587,Road Freight (Truck),524.53,5,7,Delayed,2,Individual,8232,10000,1.43,Rainy,7,0.8936,524.53,1,0,82.32,Delhi -> Chandigarh
SHIP-10769,2025-09-25,WH-West-Mumbai,Mumbai,Kochi,Automotive Parts,28,5183.85,439,Express Courier,721.38,2,6,Delayed,4,E-Commerce Retailer,5555,12000,1.27,Clear,6,1.6432,721.38,1,0,46.29,Mumbai -> Kochi
SHIP-10770,2025-02-23,WH-West-Mumbai,Mumbai,Chandigarh,Electronics,228,14781.36,1537,Air Cargo,2841.93,5,6,Delayed,1,SMB,9970,12000,1.28,Clear,6,1.849,2841.93,1,0,83.08,Mumbai -> Chandigarh
SHIP-10771,2025-08-24,WH-West-Mumbai,Mumbai,Kochi,Consumer Goods,335,13298.8,388,Road Freight (Truck),497.16,4,4,On-Time,0,E-Commerce Retailer,7091,12000,1.31,Foggy,4,1.2813,497.16,0,1,59.09,Mumbai -> Kochi
SHIP-10772,2025-08-10,WH-North-Delhi,Delhi,Chandigarh,Consumer Goods,129,22803.89,1334,Rail Freight,834.13,8,8,On-Time,0,E-Commerce Retailer,5095,10000,1.42,Clear,8,0.6253,834.13,0,1,50.95,Delhi -> Chandigarh
SHIP-10773,2025-09-08,WH-Central-Nagpur,Nagpur,Lucknow,Consumer Goods,110,5746.0,2004,Express Courier,3001.83,7,7,On-Time,0,Enterprise,3019,6000,1.54,Clear,7,1.4979,3001.83,0,1,50.32,Nagpur -> Lucknow
SHIP-10774,2025-11-09,WH-South-Bengaluru,Bengaluru,Indore,Consumer Goods,43,8604.47,1818,Express Courier,2704.05,7,7,On-Time,0,SMB,6541,8500,1.66,Clear,7,1.4874,2704.05,0,1,76.95,Bengaluru -> Indore
SHIP-10775,2025-04-22,WH-West-Mumbai,Mumbai,Coimbatore,Electronics,93,8192.71,180,Road Freight (Truck),232.85,3,6,Delayed,3,E-Commerce Retailer,11026,12000,1.32,Stormy,6,1.2936,232.85,1,0,91.88,Mumbai -> Coimbatore
SHIP-10776,2025-09-12,WH-West-Mumbai,Mumbai,Coimbatore,Consumer Goods,418,38380.73,1581,Road Freight (Truck),1464.61,9,9,On-Time,0,Enterprise,9157,12000,1.26,Clear,9,0.9264,1464.61,0,1,76.31,Mumbai -> Coimbatore
SHIP-10777,2025-10-30,WH-West-Mumbai,Mumbai,Kanpur,Electronics,205,3595.21,1407,Air Cargo,2647.07,5,8,Delayed,3,Enterprise,6879,12000,1.38,Foggy,8,1.8814,2647.07,1,0,57.32,Mumbai -> Kanpur
SHIP-10778,2025-07-26,WH-South-Bengaluru,Bengaluru,Jaipur,Industrial Equipment,339,60931.06,916,Express Courier,1565.1,4,4,On-Time,0,E-Commerce Retailer,4637,8500,1.69,Clear,4,1.7086,1565.1,0,1,54.55,Bengaluru -> Jaipur
SHIP-10779,2025-08-17,WH-South-Bengaluru,Bengaluru,Jaipur,Consumer Goods,211,8781.48,1238,Road Freight (Truck),1078.99,6,6,On-Time,0,E-Commerce Retailer,5926,8500,1.16,Severe Heat,6,0.8716,1078.99,0,1,69.72,Bengaluru -> Jaipur
SHIP-10780,2025-12-07,WH-Central-Nagpur,Nagpur,Kanpur,Consumer Goods,353,69409.31,672,Road Freight (Truck),725.84,5,9,Delayed,4,Enterprise,2883,6000,1.56,Foggy,9,1.0801,725.84,1,0,48.05,Nagpur -> Kanpur
SHIP-10781,2025-03-07,WH-West-Mumbai,Mumbai,Patna,Automotive Parts,350,45706.13,1045,Road Freight (Truck),1039.16,7,8,Delayed,1,SMB,7652,12000,1.44,Rainy,8,0.9944,1039.16,1,0,63.77,Mumbai -> Patna
SHIP-10782,2025-03-16,WH-Central-Nagpur,Nagpur,Coimbatore,Apparel,20,3986.12,1613,Road Freight (Truck),1301.71,8,12,Delayed,4,Enterprise,4578,6000,1.25,Stormy,12,0.807,1301.71,1,0,76.3,Nagpur -> Coimbatore
SHIP-10783,2025-04-13,WH-Central-Nagpur,Nagpur,Patna,Electronics,356,54191.29,780,Road Freight (Truck),810.81,5,5,On-Time,0,E-Commerce Retailer,5428,6000,1.34,Rainy,5,1.0395,810.81,0,1,90.47,Nagpur -> Patna
SHIP-10784,2025-07-11,WH-North-Delhi,Delhi,Kochi,Perishables,409,14058.07,835,Road Freight (Truck),881.09,6,6,On-Time,0,Enterprise,6500,10000,1.28,Foggy,6,1.0552,881.09,0,1,65.0,Delhi -> Kochi
SHIP-10785,2025-09-09,WH-Central-Nagpur,Nagpur,Kochi,Electronics,227,44248.72,898,Road Freight (Truck),844.92,5,6,Delayed,1,Enterprise,3264,6000,1.68,Clear,6,0.9409,844.92,1,0,54.4,Nagpur -> Kochi
SHIP-10786,2025-08-14,WH-North-Delhi,Delhi,Surat,Electronics,262,8227.55,1657,Rail Freight,1042.0,11,12,Delayed,1,E-Commerce Retailer,8341,10000,1.44,Clear,12,0.6288,1042.0,1,0,83.41,Delhi -> Surat
SHIP-10787,2025-10-21,WH-East-Kolkata,Kolkata,Chandigarh,Industrial Equipment,231,29451.32,1833,Rail Freight,1131.65,12,13,Delayed,1,SMB,5998,7500,1.49,Rainy,13,0.6174,1131.65,1,0,79.97,Kolkata -> Chandigarh
SHIP-10788,2025-11-02,WH-West-Mumbai,Mumbai,Jaipur,Apparel,392,21756.81,2080,Rail Freight,1336.17,13,13,On-Time,0,E-Commerce Retailer,10248,12000,1.51,Clear,13,0.6424,1336.17,0,1,85.4,Mumbai -> Jaipur
SHIP-10789,2025-04-08,WH-Central-Nagpur,Nagpur,Surat,Consumer Goods,378,72499.93,313,Road Freight (Truck),480.22,4,4,On-Time,0,SMB,3305,6000,1.53,Clear,4,1.5342,480.22,0,1,55.08,Nagpur -> Surat
SHIP-10790,2025-12-04,WH-Central-Nagpur,Nagpur,Indore,Electronics,89,20400.93,601,Road Freight (Truck),564.71,4,4,On-Time,0,Enterprise,3841,6000,1.45,Clear,4,0.9396,564.71,0,1,64.02,Nagpur -> Indore
SHIP-10791,2025-10-13,WH-East-Kolkata,Kolkata,Kanpur,Apparel,16,2323.51,2042,Rail Freight,1140.64,12,12,On-Time,0,SMB,6834,7500,1.16,Clear,12,0.5586,1140.64,0,1,91.12,Kolkata -> Kanpur
SHIP-10792,2025-12-01,WH-East-Kolkata,Kolkata,Kanpur,Consumer Goods,281,39025.17,1479,Road Freight (Truck),1316.22,7,8,Delayed,1,Enterprise,3932,7500,1.35,Rainy,8,0.8899,1316.22,1,0,52.43,Kolkata -> Kanpur
SHIP-10793,2025-12-13,WH-West-Mumbai,Mumbai,Kochi,Automotive Parts,236,45909.4,1578,Rail Freight,984.15,10,14,Delayed,4,SMB,9186,12000,1.26,Clear,14,0.6237,984.15,1,0,76.55,Mumbai -> Kochi
SHIP-10794,2025-11-04,WH-North-Delhi,Delhi,Coimbatore,Electronics,25,404.84,1339,Air Cargo,2431.06,4,5,Delayed,1,Enterprise,5614,10000,1.56,Severe Heat,5,1.8156,2431.06,1,0,56.14,Delhi -> Coimbatore
SHIP-10795,2025-09-06,WH-West-Mumbai,Mumbai,Patna,Automotive Parts,433,99881.53,974,Road Freight (Truck),969.88,6,6,On-Time,0,E-Commerce Retailer,8220,12000,1.18,Stormy,6,0.9958,969.88,0,1,68.5,Mumbai -> Patna
SHIP-10796,2025-06-15,WH-North-Delhi,Delhi,Jaipur,Apparel,21,1289.41,1392,Road Freight (Truck),1149.27,8,8,On-Time,0,Individual,8262,10000,1.49,Stormy,8,0.8256,1149.27,0,1,82.62,Delhi -> Jaipur
